location_name,lat,lon,area_cluster,is_beach,is_crowded,is_tourist_place,is_transit,hour,day_night,day_of_week,is_weekend,police_nearby,risk_harassment,risk_pickpocket,risk_scam,risk_bag_snatching,risk_theft,risk_extortion,risk_money_theft
Hikkaduwa Beach,6.141966,80.099778,4,1,1,1,0,12,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Bandarawela Railway Station,6.830386,80.985807,18,0,1,0,1,0,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Kuruduwaththa Station,6.919176,79.868628,1,0,1,0,1,8,day,0,0,0,Low,High,Low,High,Low,Low,Medium
Sigiriya,7.954833,80.761103,10,0,1,1,0,20,night,6,1,0,Low,Medium,High,Low,Low,Low,Low
Bandarawela Railway Station,6.82763,80.989668,18,0,1,0,1,19,night,2,0,0,Low,High,Low,High,Low,Low,Medium
Kandy Station,7.293841,80.630546,2,0,1,0,1,16,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Kuruduwaththa Station,6.919476,79.874081,1,0,1,0,1,19,night,3,0,0,Low,High,Low,High,Low,Low,Medium
Dambulla Cave,7.850784,80.649164,10,0,1,1,0,9,day,0,0,0,Low,Low,High,Low,Low,Low,Low
Mount Lavinia Station,6.836553,79.868234,9,1,1,1,1,22,night,2,0,0,Low,Low,Low,Low,Medium,Low,Low
Kollupitiya,6.918756,79.856298,1,0,1,1,0,15,day,4,0,0,Low,High,Low,High,Low,Low,High
Pettah Market,6.939774,79.852659,1,0,1,1,0,16,day,3,0,0,Low,High,Low,High,Low,Low,High
Galle Fort Market,6.025936,80.218869,3,0,1,1,0,9,day,4,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kuruduwaththa Station,6.917213,79.868488,1,0,1,0,1,9,day,0,0,0,Low,High,Low,High,Low,Low,Medium
Dambulla Cave,7.860328,80.648227,10,0,1,1,0,14,day,5,1,1,Low,Low,Medium,Low,Low,Low,Low
Galle Fort Market,6.029881,80.214195,3,0,1,1,0,13,day,4,0,0,Low,High,Low,High,Low,Low,High
Galle Fort Market,6.027961,80.219793,3,0,1,1,0,19,night,1,0,0,Low,High,Low,Medium,Low,Low,Medium
Pettah Market,6.939159,79.853632,1,0,1,1,0,17,day,3,0,0,Low,High,Low,Medium,Low,Low,Medium
Unawatuna Beach,6.008601,80.247479,4,1,1,1,0,19,night,6,1,0,High,Low,Low,Low,Medium,Low,Low
Kuruduwaththa Station,6.926363,79.872934,1,0,1,0,1,12,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kuruduwaththa Station,6.914564,79.867148,1,0,1,0,1,12,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Galkissa Beach,6.837374,79.86548,9,1,1,1,0,12,day,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Mirissa Beach,5.945455,80.462806,4,1,1,1,0,14,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Colombo Fort Station,6.93586,79.852367,1,0,1,0,1,8,day,1,0,1,Low,Low,Low,Medium,Low,Low,Low
Kuruduwaththa Station,6.918729,79.868533,1,0,1,0,1,17,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Kalpitiya Beach,8.233537,79.765836,7,1,0,1,0,22,night,2,0,0,Medium,Low,Low,Low,Low,Low,Low
Mirissa Beach,5.942191,80.461287,4,1,1,1,0,13,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Mount Lavinia Station,6.844293,79.868077,9,1,1,1,1,21,night,2,0,0,Low,Low,Low,Low,Medium,Low,Low
Dambulla Cave,7.854608,80.651714,10,0,1,1,0,18,night,2,0,0,Low,Medium,Medium,Low,Low,Low,Low
Pasikuda Beach,7.934621,81.548437,6,1,0,1,0,22,night,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Galle Fort,6.029649,80.219338,3,0,1,1,0,4,night,3,0,0,Low,Medium,Low,Low,Low,Low,Low
Polonnaruwa,7.943761,81.022288,11,0,1,1,0,15,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Nilaveli Beach,8.696528,81.177357,6,1,0,1,0,22,night,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Sigiriya,7.95401,80.753904,10,0,1,1,0,11,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Unawatuna Beach,6.012056,80.249658,4,1,1,1,0,19,night,2,0,0,Medium,Low,Low,Low,Medium,Low,Low
Mount Lavinia Station,6.843437,79.862461,9,1,1,1,1,20,night,1,0,1,Low,Low,Low,Medium,Low,Low,Low
Kaluthara Beach,6.584581,79.962455,4,1,1,1,0,22,night,2,0,0,High,Low,Low,Low,High,Medium,Low
Galkissa Beach,6.844054,79.865224,9,1,1,1,0,16,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Unawatuna Beach,6.00854,80.249359,4,1,1,1,0,17,day,3,0,0,Medium,Low,Low,Low,Medium,Low,Low
Polonnaruwa,7.942571,81.018042,11,0,1,1,0,12,day,3,0,0,Low,Medium,High,Low,Low,Low,Low
Ella Station,6.866695,81.04652,8,0,1,1,1,8,day,4,0,0,Low,High,Low,High,Low,Low,Medium
Temple of Tooth,7.295637,80.636422,2,0,1,1,0,14,day,1,0,0,Low,Medium,High,Low,Low,Low,Low
Hatton Railway Station,6.89018,80.59822,17,0,1,1,1,11,day,4,0,0,Low,High,Low,High,Low,Low,Medium
Kaluthara Beach,6.584738,79.956702,4,1,1,1,0,14,day,2,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Market,6.939519,79.848255,1,0,1,1,0,12,day,2,0,1,Low,Medium,Low,Low,Low,Low,Medium
Kaluthara Beach,6.585745,79.964982,4,1,1,1,0,13,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Bandarawela Railway Station,6.830832,80.985541,18,0,1,0,1,12,day,2,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kuruduwaththa Station,6.922509,79.866797,1,0,1,0,1,17,day,2,0,1,Low,Low,Low,Medium,Low,Low,Low
Pettah Market,6.939235,79.860432,1,0,1,1,0,14,day,4,0,0,Low,High,Low,High,Low,Low,High
Ella Station,6.864535,81.046517,8,0,1,1,1,19,night,0,0,0,Low,High,Low,High,Low,Low,Medium
Kollupitiya,6.917292,79.852307,1,0,1,1,0,19,night,3,0,0,Low,High,Low,Medium,Low,Low,Medium
Hikkaduwa Beach,6.146223,80.108224,4,1,1,1,0,16,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Bandarawela Railway Station,6.830754,80.98923,18,0,1,0,1,20,night,4,0,0,Low,High,Low,High,Low,Low,Medium
Sigiriya,7.957346,80.759186,10,0,1,1,0,11,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Pettah Station,6.94608,79.857867,1,0,1,0,1,6,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Dambulla Cave,7.852729,80.646992,10,0,1,1,0,14,day,6,1,0,Low,Medium,High,Low,Low,Low,Low
Haputale Railway Station,6.768406,80.967849,19,0,1,1,1,13,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Galle Fort,6.031642,80.214053,3,0,1,1,0,11,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Mount Lavinia Station,6.843229,79.865992,9,1,1,1,1,21,night,5,1,0,Low,Low,Low,Medium,Medium,Low,Low
Mount Lavinia Station,6.841988,79.864948,9,1,1,1,1,11,day,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Ella Station,6.864188,81.048787,8,0,1,1,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Colombo Fort Station,6.935029,79.849887,1,0,1,0,1,8,day,0,0,0,Low,High,Low,High,Low,Low,Medium
Kuruduwaththa Station,6.920702,79.873495,1,0,1,0,1,11,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Dambulla Cave,7.860757,80.641205,10,0,1,1,0,11,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Bandarawela Railway Station,6.829519,80.985677,18,0,1,0,1,19,night,3,0,0,Low,High,Low,High,Low,Low,Medium
Mirissa Beach,5.944789,80.460523,4,1,1,1,0,16,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Polonnaruwa,7.940773,81.019385,11,0,1,1,0,21,night,3,0,0,Low,Medium,Low,Low,Low,Low,Low
Kandy City Centre,7.291513,80.641998,2,0,1,1,0,8,day,3,0,0,Low,Medium,Low,Low,Low,Low,Medium
Dambulla Cave,7.858075,80.644986,10,0,1,1,0,10,day,6,1,0,Low,Low,High,Low,Low,Low,Low
Hatton Railway Station,6.893134,80.595768,17,0,1,1,1,8,day,4,0,0,Low,High,Low,High,Low,Low,Medium
Ella Station,6.873343,81.042057,8,0,1,1,1,19,night,6,1,0,Low,High,Low,High,Low,Low,Medium
Galle Fort,6.031835,80.216703,3,0,1,1,0,11,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Hatton Railway Station,6.894845,80.594985,17,0,1,1,1,17,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Dambulla Cave,7.855403,80.648995,10,0,1,1,0,8,day,0,0,1,Low,Low,Medium,Low,Low,Low,Low
Kandy Station,7.292199,80.635606,2,0,1,0,1,7,day,2,0,1,Low,Low,Low,Medium,Low,Low,Low
Polonnaruwa,7.937654,81.014472,11,0,1,1,0,17,day,4,0,0,Low,Medium,Medium,Low,Low,Low,Low
Temple of Tooth,7.292838,80.637014,2,0,1,1,0,12,day,0,0,0,Low,Medium,High,Low,Low,Low,Low
Pettah Market,6.939744,79.857337,1,0,1,1,0,8,day,0,0,0,Low,Medium,Low,Low,Low,Low,Medium
Galkissa Beach,6.836813,79.863073,9,1,1,1,0,12,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Haputale Railway Station,6.769484,80.967325,19,0,1,1,1,20,night,0,0,0,Low,High,Low,High,Low,Low,Medium
Temple of Tooth,7.295138,80.635933,2,0,1,1,0,15,day,1,0,0,Low,Medium,High,Low,Low,Low,Low
Colombo Fort Station,6.926233,79.851293,1,0,1,0,1,5,night,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Kollupitiya,6.911675,79.843742,1,0,1,1,0,10,day,3,0,1,Low,Low,Low,Low,Low,Low,Low
Galle Fort,6.036935,80.217147,3,0,1,1,0,10,day,4,0,1,Low,Low,Medium,Low,Low,Low,Low
Hatton Railway Station,6.892129,80.592322,17,0,0,1,0,12,day,1,0,0,Low,Low,Low,Low,Low,Low,High
Hikkaduwa Town,6.13603,80.101306,4,1,1,1,0,22,night,1,0,0,Low,Low,Low,Low,High,Low,High
Kaluthara,6.587164,79.963587,4,1,1,1,0,24,night,5,1,0,Low,Low,Low,Low,Low,Low,High
Hikkaduwa Beach,6.13603,80.101306,4,1,1,1,0,1,night,1,0,0,Low,Low,Low,Low,High,Low,Low
Sigiriya,7.954766,80.760051,10,0,1,1,0,16,day,4,0,0,Low,Low,Low,Low,High,Low,Low
Negombo ,7.213752,79.833912,5,1,1,1,0,10,day,1,0,0,Low,Low,Low,Low,High,Low,Low
Ahungalla Beach,6.302067,80.035906,0,1,0,1,0,11,day,5,1,0,Low,Low,Low,Low,High,Low,Low
Thiranweli,6.128686,80.111247,4,0,0,0,0,20,night,2,0,0,Low,Low,Low,Low,High,Low,Low
Hikkaduwa Town,6.13603,80.101306,4,1,1,1,0,19,night,1,0,1,Low,Low,Low,Low,Low,Low,Hight
Galle,6.034362,80.215817,3,0,1,1,0,11,day,1,0,1,Medium,Medium,Medium,Low,High,Low,Low
Matara,5.9496,80.548686,4,1,0,1,1,15,day,5,1,1,Low,Low,Low,Low,Low,Low,High
Pettah Station,6.940797,79.852848,1,0,1,0,1,11,day,3,0,0,Low,High,Low,High,Medium,Low,High
Negombo Town,7.213752,79.833912,5,1,1,1,0,18,night,1,0,0,Low,Low,Low,Low,High,Low,Medium
Kosgoda Beach,6.334826,80.028323,4,1,0,0,0,12,day,6,1,0,Low,Low,Low,Low,Medium,Low,High
Bandarawela Railway Station,6.831293,80.990494,18,0,1,1,1,13,day,3,0,0,Low,Low,Low,Low,Medium,Low,Medium
Pettah Bus Station,6.940797,79.852848,1,0,1,0,1,11,day,3,0,0,High,Low,Low,Low,High,Medium,Low
Ahangama Town,5.973999,80.363001,4,0,0,1,0,16,day,5,1,0,Low,High,Low,Medium,Low,Low,Medium
Wewala,6.706296,80.06484,5,0,0,0,0,15,day,6,1,0,Low,Low,Low,Low,Low,Low,Low
Pettah Market,6.945236,79.857292,1,0,1,1,0,12,day,6,1,0,Low,Low,High,Low,Low,Low,Low
Nuwara Eliya Town,6.955676,80.794602,16,0,0,1,0,15,day,1,0,1,Low,Low,Low,Low,Low,Low,Low
Udawalawe Park,6.474692,80.87632,12,0,0,1,0,12,day,5,1,0,Low,Low,Low,Low,Low,Low,Low
Hiriketiya,5.963083,80.709643,5,1,1,1,0,18,night,6,1,0,Low,High,Medium,High,Low,Low,High
Colombo 07,6.90725,79.859579,1,0,1,0,0,19,night,5,1,1,Low,Medium,Low,Low,Medium,Low,Low
Galkissa Beach,6.837511,79.865096,9,1,1,1,0,8,day,6,1,0,Low,Medium,High,Low,Low,Low,Low
Ahangama,5.973999,80.363001,4,1,1,1,0,11,day,6,1,0,Low,Low,High,Low,Low,Low,Low
Kirinda,6.235057,81.33348,5,1,0,0,0,9,day,5,1,0,Medium,Medium,Low,Low,Low,Low,Low
Kandy,7.305859,80.652061,2,0,0,1,1,14,day,5,1,0,Low,Low,Medium,Low,Medium,Low,Low
Ella Town,6.869056,81.040767,8,0,1,1,1,5,night,6,1,0,Low,Low,Low,Low,Medium,Low,Low
Galkissa Railway Station,6.83149,79.86268,9,0,0,1,1,21,night,6,1,0,Low,Medium,Low,Medium,Medium,Low,Medium
Haputale Town,6.76521,80.94906,19,0,0,1,0,18,night,5,1,1,Low,Low,Medium,Low,Low,Low,Medium
Kollupitiya,6.910318,79.853574,1,0,1,1,0,9,day,4,0,0,Low,Low,Low,Medium,Low,Low,Medium
Seeduwa,7.125,79.87537,5,0,0,0,0,15,day,6,1,0,Low,Medium,Low,Low,Medium,Low,Low
Trincomalee,8.587959,81.213387,6,0,0,0,0,17,day,5,1,0,Low,Low,Medium,Low,Low,Low,Low
